designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,epoch,target_separation (deg)
Gaia DR3 69278032939749504,69278032939749504,53.79142846330188,24.956964832262894,10.27766460121536,45.9453211701079,-51.39627381969116,1.0493912,14.329324,2.0472307,-21.53291,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3770.7373,4.8523,-0.5742,97.3623,0.5258,0.3662,0.2073,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.721291315130979
Gaia DR3 65580748996478336,65580748996478336,59.61191098160918,23.80663381147025,12.807633399895932,28.172356470090442,-47.09129342258102,1.1291898,20.317982,2.7432213,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.7236638162080693
Gaia DR3 63713060995147264,63713060995147264,57.446466807602796,21.542560978570187,11.163524141272191,31.006542924853072,-37.52321195973269,1.1296259,14.501138,2.487382,12.72299,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3415.934,4.4186,-0.7936,89.5271,0.5989,0.3945,0.2451,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.7334827970667384
Gaia DR3 64393035919863552,64393035919863552,55.08370682914315,21.859223191019066,10.687772011728303,7.6276601529333306,-45.93038953442658,0.98912084,17.75668,3.483162,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.734261522047757
Gaia DR3 70985162181222912,70985162181222912,55.08718933391418,26.52312833001998,11.792900854016025,21.711759559624994,-31.890544697825014,1.427311,20.426079,2.3285465,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.7415361952737864
Gaia DR3 65335321682556160,65335321682556160,59.081056388353645,22.541407948299817,10.704507856314105,163.23382617130943,-122.37214935605476,1.01341,16.43304,2.7961597,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3324.827,4.8736,-0.6478,97.7978,0.8807,0.563,0.36,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.761114492349583
Gaia DR3 66174455213158656,66174455213158656,59.686557198778026,24.3740250189705,32.240188673055734,-165.64437066907064,-224.60810943007004,1.3233219,13.511018,2.6545982,-0.50655997,NOT_AVAILABLE,0,true,true,true,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.767275666737083
Gaia DR3 67412333507656064,67412333507656064,58.34773308234456,26.52079443939109,11.620571429133951,66.21346339669392,-6.469702990855908,1.1630083,14.366683,2.6153564,20.540133,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3533.157,4.7468,0.1406,87.0775,0.7764,0.5062,0.3258,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.7963258075818085
Gaia DR3 69443337640657536,69443337640657536,54.29716747640482,25.98989430700792,27.32045508013459,237.66721845285085,-270.9180489963985,1.3480828,7.04856,0.92237043,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.8028895431162546
Gaia DR3 69306723321209984,69306723321209984,53.86898880636145,25.397080385206923,14.33052727365253,66.93468605662136,-121.22920470818583,1.0945251,14.862419,2.708353,17.985851,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.8105452089831298
Gaia DR3 67407347048574336,67407347048574336,58.51740644954601,26.435330530463258,18.457105045332067,174.92226813294462,33.24597895506871,1.204058,18.265373,4.037964,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.8142271387599465
Gaia DR3 70965267892286720,70965267892286720,54.901221929990086,26.506601944806363,20.06770158223073,82.66407409183182,1.5132191320137955,0.98732007,16.09762,3.1691341,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3053.1582,5.1417,-0.4589,50.6984,0.0035,0.0021,0.0015,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.8186007990600905
Gaia DR3 70664482743682816,70664482743682816,57.077324882480994,26.972840030648886,12.179062942650363,22.404244687453783,-68.69420039919133,1.2660002,11.613196,1.4164267,-3.608123,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4493.3945,4.669,0.3212,83.0682,0.1587,0.1202,0.063,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.8203992858555282
Gaia DR3 69408565585485440,69408565585485440,54.029131727697106,25.700747632385973,12.890411861609994,26.330869505901614,-83.57951161395181,1.385551,16.743656,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.828873714617917
Gaia DR3 69408561289137792,69408561289137792,54.028687164017015,25.70061012130724,13.334261626828573,26.2953247163439,-78.86895026044381,1.1450216,12.14535,1.6166286,30.54002,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.829140526553798
Gaia DR3 71079479662718720,71079479662718720,55.56692627185086,26.839790667000106,11.505823835677122,8.756442207955613,-90.36019507835763,1.0596801,11.641495,1.3972092,25.224527,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4539.8706,4.651,0.3026,87.8329,0.1969,0.1497,0.0784,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.8383113938422064
Gaia DR3 70665303079752576,70665303079752576,57.06352261284565,26.994946162431955,14.922065298396308,174.3668402241213,-143.8850019850893,1.0469159,18.440355,4.1585865,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,2689.4158,5.1167,-0.0904,76.2621,0.005,0.0027,0.0023,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.8406755495683864
Gaia DR3 65371399407749760,65371399407749760,59.44778663993368,22.924435192017928,28.4174539167807,153.08761639986247,9.202721913065838,1.0670162,8.645234,1.1082249,23.614546,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4899.2896,4.5161,-0.0592,35.1355,0.0,0.0,0.0,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.8475925325794718
Gaia DR3 65371399405314304,65371399405314304,59.448327861460875,22.923793860365993,28.435621227412934,167.11042887738182,1.8790518217809642,1.0488484,10.531012,1.7718935,25.099075,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.8483258352054937
Gaia DR3 64596656024215040,64596656024215040,54.10862414694534,22.554323421663096,15.518902839202564,176.88066932544336,-171.56697997555779,1.0970209,19.309282,3.651348,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.8485068134417046
Gaia DR3 67484076640987904,67484076640987904,58.72525132738705,26.333620236118808,10.19539948532963,-13.758700619004319,-47.85656159697931,1.0244176,16.043663,2.645028,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3396.664,4.9205,-0.5272,99.7321,0.7777,0.5051,0.3171,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.8531900863300876
Gaia DR3 64597411939728128,64597411939728128,54.099325967619265,22.556823790650224,14.509559716494579,176.5207290319798,-172.07933717962288,1.2222887,14.3405075,2.6254482,22.940289,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.8540850218119282
Gaia DR3 65466816402575616,65466816402575616,59.520293753662315,23.037303296513475,11.578416038353776,2.1055991926594873,-8.167752318055683,1.1217208,20.241428,2.457077,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.859550425246456
Gaia DR3 69252125697002496,69252125697002496,53.600857307186644,24.849874118917935,10.521033362524697,8.933083851045522,-10.408376902025314,1.0996916,15.611006,2.789754,24.657936,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3333.047,4.8916,-0.0148,97.8288,0.6817,0.4334,0.2863,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.8618991202010275
Gaia DR3 65310376512546560,65310376512546560,59.00209038611136,22.286827504615523,10.81072672541013,64.14617010648611,-88.06086320803576,0.9430913,17.491695,3.482355,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.8658903831181557
Gaia DR3 65958916574337152,65958916574337152,59.79724205831089,23.9685831505855,17.81115332488745,-34.369202243500155,-82.47401351691968,1.0228554,17.79245,0.5948639,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.87338489259274
Gaia DR3 68112065281608960,68112065281608960,53.515103024162734,24.482358720171423,11.261137439554332,1.0733911387027208,13.45956655072838,1.0030016,18.300352,3.7455463,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.8802309368335473
Gaia DR3 70420013206107008,70420013206107008,58.24784623678917,26.677982729156554,11.852810697150112,108.38059001838322,-124.63575294562999,0.8920821,7.8574605,0.79083633,22.681734,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5707.506,4.023,-0.4526,83.9924,9.0E-4,7.0E-4,4.0E-4,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.8828037041729835
Gaia DR3 65575771132064768,65575771132064768,59.77589747117663,23.721379194789026,10.586207142761312,97.89123581883568,-115.44403584711185,9.239892,16.170643,3.204749,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.8853323004440403
Gaia DR3 65319619282119808,65319619282119808,59.217327896694236,22.477466785802235,22.595746845601735,70.67438488767382,-114.02624412163671,0.8303468,5.5315943,0.4895048,32.271698,NOT_AVAILABLE,0,true,true,false,false,false,true,true,6826.506,3.945,-0.6067,44.2755,1.0E-4,0.0,0.0,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.900302760607435
Gaia DR3 63679113573574272,63679113573574272,58.05691951210024,21.57846814700445,15.022687669406148,-69.0384537735498,27.410702257458773,1.0262877,14.934946,2.4009304,10.054711,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.9011292742099415
Gaia DR3 66284921771767808,66284921771767808,59.66596970202425,25.162201573884985,25.10133686534282,-77.20720390040509,-52.74029935479564,1.4818064,13.428931,2.7193213,5.9599624,NOT_AVAILABLE,0,true,true,true,false,false,false,true,3085.71,4.3066,-0.6581,39.8887,0.043,0.0272,0.0176,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.904790496198051
Gaia DR3 63330499666837504,63330499666837504,56.97931397134762,21.287546150901665,12.139054123349657,72.55127647010704,-101.6611279625545,1.6325189,15.453019,2.8636017,61.364582,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.9054196949701123
Gaia DR3 65461902959414656,65461902959414656,59.51506944043141,22.90164870441406,28.133392793922663,158.24168695412834,1.6778779327171334,10.594042,13.038433,2.7770405,23.835342,NOT_AVAILABLE,0,true,true,true,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.913208982405613
Gaia DR3 63553322570265984,63553322570265984,56.040562496487325,21.320047893403757,13.934130395979242,54.14267978853107,-51.787082584211134,1.2147698,13.279521,2.188037,-21.048628,VARIABLE,0,false,false,false,true,false,true,true,3743.7969,4.7167,-0.0029,72.3845,0.5823,0.3993,0.2329,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.9140427007675007
Gaia DR3 67789667860318848,67789667860318848,53.58722818720364,23.368447574864774,10.401924546397172,35.1280559109299,-57.557907541857226,1.1958189,17.15667,3.383192,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.924743288207121
Gaia DR3 63678907415301120,63678907415301120,58.12004608371124,21.56578256146038,16.67975216786305,37.710929688829694,-106.11073647316447,1.3638678,12.651562,2.1407604,8.652685,VARIABLE,0,true,true,false,true,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.9387146230666605
Gaia DR3 71088653712831360,71088653712831360,55.74580388799199,27.00828430927272,10.986305541633932,57.720895391914745,-50.46101966976855,1.288379,14.320813,2.4709225,39.4104,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3536.2559,4.6972,-0.1519,91.329,0.6861,0.4542,0.2815,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.9476334644988884
Gaia DR3 67623748976014720,67623748976014720,53.73523219967142,22.925908126088064,21.973773633773433,-8.856793448516072,-184.59141335803236,1.0328748,16.877954,3.7698946,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.957602635410239
Gaia DR3 63511197530999680,63511197530999680,56.64202972926591,21.21259351008268,11.011831101901437,66.22580179494224,-43.709885596097784,10.8089485,12.96961,1.8967047,-17.606373,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.9653026307512933
Gaia DR3 63513568352960512,63513568352960512,56.4454345416152,21.211420432378656,16.67793055842599,149.58442834980238,16.15853051594935,1.1096276,11.079583,1.5231123,19.580961,NOT_AVAILABLE,0,true,true,false,false,false,false,true,4130.894,4.5212,-0.4999,59.729,2.0E-4,2.0E-4,1.0E-4,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.9729360961726483
Gaia DR3 66286704180780672,66286704180780672,59.727815840257726,25.2196020966507,20.212566326984014,120.61383003835869,-44.46879362360001,1.4688191,12.997293,2.4294863,34.70969,NOT_AVAILABLE,0,true,true,true,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.976710790838888
Gaia DR3 64513368019797376,64513368019797376,54.439651584048285,22.00818079645247,16.452189543226954,-9.490927818207222,-92.16326185363026,5.6522145,13.273893,2.877244,-19.648026,NOT_AVAILABLE,1,true,true,true,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.978634339059726
Gaia DR3 70499556000081664,70499556000081664,57.52333982015338,27.057282882933873,15.210126002390654,15.460836467287729,-31.93022679456251,0.9469951,18.023115,3.8932476,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.9831363381736575
Gaia DR3 65549279773826560,65549279773826560,59.83302389493892,23.40836260671724,10.952193475518266,36.83394861601178,37.61166358821813,0.9857411,17.444977,3.3048458,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.0048839208114355
Gaia DR3 63489997572513024,63489997572513024,56.398657834401526,21.181600799793006,15.518426846833862,378.9711007515099,113.5684495807767,1.0786376,14.782223,2.5779657,89.78723,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.00582475745264
Gaia DR3 67620897117741440,67620897117741440,53.72174456552218,22.835811171879698,11.458158984122633,-21.19318397623377,110.39330986020371,1.0631568,15.228215,-0.29449272,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.008725629118613
Gaia DR3 71012890489673088,71012890489673088,54.64715731161221,26.57983959891322,13.215764321120377,8.038940339549912,3.5803306771099077,1.1164544,14.248745,2.534811,-1.0745456,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.011768691640962
Gaia DR3 63546622421190656,63546622421190656,55.90736302857746,21.22312309463892,11.416835075960599,43.06905352259042,-41.242037517957186,1.0484523,15.851016,2.9428768,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.034860686436739
Gaia DR3 65502206932420224,65502206932420224,59.86151989100853,23.385251055497495,22.646912709309646,133.32751757462492,-43.86146886856102,1.2022967,14.649438,3.0661526,,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3102.354,4.9759,0.0486,43.5571,0.0012,7.0E-4,5.0E-4,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.0362950562576976
Gaia DR3 67156078578905856,67156078578905856,59.59378368148125,25.647794215332514,14.777876972801153,122.05733608056042,-166.00324669789308,0.9606868,18.318687,0.74204636,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.0409236733983485
Gaia DR3 66381163398932480,66381163398932480,59.776349870400274,25.291423336685092,18.09616042608522,188.35930202814285,-178.63242405350195,1.2418796,11.406468,1.8073931,-2.6947224,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.0428203452238303
Gaia DR3 70490588108501760,70490588108501760,57.84665598221757,27.026276231599557,12.003402833414597,-39.33790232883793,-98.58452252644487,1.2014304,11.587844,1.4930058,-0.0542618,VARIABLE,0,true,true,false,true,false,true,true,4505.963,4.6319,0.4981,83.5054,0.3048,0.2292,0.1198,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.043243757556907
Gaia DR3 64237768558447232,64237768558447232,55.02992517764659,21.52805505618867,11.82583024448037,-32.3861972278247,4.847399545126035,1.238414,10.891652,1.1588793,-6.229314,VARIABLE,0,true,true,false,true,false,true,true,4860.9014,4.5619,-0.1555,85.5951,0.0075,0.0059,0.0031,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.0451325847747954
Gaia DR3 67156181658120704,67156181658120704,59.5975379517737,25.65044047178965,14.950432850552446,119.64864564960837,-165.75543375224836,1.4214163,10.544592,1.2634897,-9.494066,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4696.403,4.5739,0.1812,65.8295,0.0074,0.0057,0.003,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.0451578920342866
Gaia DR3 67996139820641664,67996139820641664,53.37127454651123,23.582650947462877,11.987460762722462,-67.79420721971097,8.662956826299023,1.1193706,14.067784,2.2557278,-35.311295,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3634.9204,4.738,-0.4341,84.0952,0.5988,0.4068,0.2403,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.06402946208821
Gaia DR3 67673398797958272,67673398797958272,53.57519171432403,22.986497976314332,10.983415148213984,150.6602454284837,-169.67495801605097,0.9774186,9.018594,0.80075645,25.73696,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5696.3716,4.2803,-0.2916,90.7103,7.0E-4,6.0E-4,3.0E-4,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.066499323253717
Gaia DR3 66206650287900160,66206650287900160,59.978543992854,24.695480308185672,11.377532794825637,72.5852582981613,-36.569323085874785,0.91813964,8.149484,0.74040604,24.888676,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5917.995,4.0124,-0.1077,87.6208,9.0E-4,8.0E-4,4.0E-4,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.0666097302955118
