designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,epoch,target_separation (deg)
Gaia DR3 71354082691850752,71354082691850752,54.879603322114015,27.318510402688048,11.881330229474736,14.001634477547013,-52.46512056357328,1.1463728,14.696645,2.3077726,41.072083,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3610.0164,4.9002,-0.4773,85.5446,0.6846,0.4626,0.2738,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.525569607527033
Gaia DR3 51730755074345088,51730755074345088,58.90487797750194,21.313134283648544,34.728278479031246,206.77836984181113,-60.41463910490194,1.3141683,15.676665,3.822506,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.5351559787627127
Gaia DR3 63267999302815104,63267999302815104,56.52054382997065,20.642036217825325,10.55479067946466,4.14249046293285,-35.821684641913734,1.2517345,11.42443,1.3138466,57.604233,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4632.835,4.5931,0.3639,94.5881,0.1088,0.0837,0.0436,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.538117233937177
Gaia DR3 65866248360249984,65866248360249984,60.42968316944676,23.36992886744565,16.86059900776206,89.33466685284053,-73.96090725539267,1.373342,17.425812,4.199937,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.544403315509577
Gaia DR3 64552022725337856,64552022725337856,53.54488887835572,22.072393411060226,28.35095788073398,187.57673733491808,-43.44999694461686,1.2270802,14.583329,3.191578,,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3046.274,5.0107,0.0065,34.9765,3.0E-4,2.0E-4,1.0E-4,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.5538841138765735
Gaia DR3 53308348101845504,53308348101845504,59.89005747926768,22.221016969967952,10.420932497264547,43.36640768577733,-87.94212115000268,1.1594464,15.183405,2.365862,-12.625847,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3546.2075,4.883,-0.4885,97.1391,0.6173,0.4135,0.2489,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.556728844965898
Gaia DR3 67198925172337536,67198925172337536,59.97722359716393,26.08875545690686,43.6472342258144,730.9157017329952,-255.8520335787411,12.874119,11.467834,2.558793,54.20781,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.560503204289931
Gaia DR3 71566112340707328,71566112340707328,55.85704947763892,27.665391058634835,18.07954413590394,2.323931129331103,-38.05733746537685,5.431225,13.938986,2.599018,-0.21204141,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.561193605592447
Gaia DR3 53257461329357312,53257461329357312,59.80982758359457,22.04366150395205,24.752973890116653,148.28273562239235,-43.95870586922587,1.5739901,12.068779,2.27386,33.992,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.5991982483277627
Gaia DR3 51717870172391424,51717870172391424,59.30632204030035,21.531018319634157,10.593216656315509,45.337528148485866,-58.605987105265314,1.0368284,14.897843,2.5478725,17.196508,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3488.7341,4.8146,-0.1357,94.2737,0.7422,0.4866,0.3052,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.599677020998695
Gaia DR3 70570130902519040,70570130902519040,58.51782761713657,27.366225959047586,18.625976590877233,81.36044572735906,-58.182658756987124,1.2077928,14.767997,2.9355898,34.742847,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.601137533452512
Gaia DR3 51721684103454464,51721684103454464,58.76005687402932,21.129992016680074,13.100933651941903,374.8742991552035,-38.499389939309026,1.2848765,16.342052,3.2654839,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.6124330212360447
Gaia DR3 66101646928253312,66101646928253312,60.602483576518544,24.68946213558827,33.117104657795046,146.2271359068501,-147.34613988719164,1.6036458,11.892882,2.3568249,10.161748,NOT_AVAILABLE,0,true,true,true,false,false,true,true,3234.544,4.1478,-0.8703,30.2577,0.001,7.0E-4,4.0E-4,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.6269528491852894
Gaia DR3 70803605325398144,70803605325398144,57.92632655959845,27.62294202140831,15.279672880541279,169.28446388574025,-118.21438095184425,1.278669,13.603407,2.4963741,34.18319,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.628879945500532
Gaia DR3 53266257422339712,53266257422339712,59.98445574791169,22.19800959666794,10.164076720472073,14.362952043077012,-9.331220584424058,1.0759425,14.342074,2.1832123,22.19851,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3668.3823,4.7484,-0.5306,98.2147,0.548,0.3755,0.2185,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.6421578099228724
Gaia DR3 63373414980371328,63373414980371328,55.80638668727345,20.621307087867027,13.83173501247222,82.83251782797052,-43.182718949146,1.0099212,16.012197,3.1133127,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.6427055826955357
Gaia DR3 67270462147226880,67270462147226880,59.791248844617236,26.47581832670978,27.960925191942803,136.2114064173768,-61.82893874278982,1.1434606,10.8558855,1.8892336,-10.452462,VARIABLE,0,true,true,false,true,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.6465045466920234
Gaia DR3 51619390865334272,51619390865334272,58.439554202150894,20.918899356308717,10.917425837462007,36.267515539351095,-166.3205557741015,1.0310642,19.489687,1.303503,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.650424275309148
Gaia DR3 53231863324297472,53231863324297472,59.77048218476001,21.894659009078293,10.74381340078493,-112.65383827026305,-130.12681585016173,1.081896,14.841596,2.2740774,-5.1927524,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3585.0588,4.8774,-0.3429,94.444,0.5802,0.3919,0.2301,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.6623608038403277
Gaia DR3 71568624896554240,71568624896554240,55.92611712713555,27.78790146504526,12.20856767147933,-18.777600573725344,-92.84109376532814,1.0149324,18.95823,3.4281292,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,2678.9534,5.0862,0.1644,105.92,0.0259,0.014,0.0121,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.6695392984807147
Gaia DR3 71568693617489792,71568693617489792,55.92358660155328,27.788056120897348,12.005516125403046,-18.62925503446415,-91.87706449526297,1.1772137,14.169245,2.4260263,16.418812,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3558.9292,4.7167,-0.1961,84.8137,0.6706,0.4464,0.2738,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.670099873587839
Gaia DR3 58263984446156544,58263984446156544,54.16819648615897,21.301233710469663,17.105175994944318,167.04806497988065,-334.634595435891,1.1157084,16.734383,3.5209408,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.6807386990491238
Gaia DR3 66341576682958080,66341576682958080,60.561847395529114,25.197200040535712,22.080760980280225,84.95549218619645,-22.954812466826716,1.0509173,17.483845,0.85931396,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.6900340058943004
Gaia DR3 67182295058770944,67182295058770944,60.19633904056637,26.013160168551234,16.790596390791208,128.26216384614963,-116.29341164604224,1.0071615,16.683466,3.497713,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.69208949641423
Gaia DR3 71359953910560000,71359953910560000,54.75690730687041,27.451647801388805,10.174258151438341,32.289039202172184,7.492531838679503,8.509281,13.188905,1.8643951,2.656217,NOT_AVAILABLE,0,true,true,false,false,false,false,true,4199.7417,4.6761,0.0789,104.8887,0.6839,0.4915,0.2668,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.6941061899519956
Gaia DR3 66108415796706304,66108415796706304,60.66768249799574,24.78422702321441,11.185726663831025,-10.866988384759313,-28.6732441959188,1.1520559,15.909558,3.162858,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.6987042133231625
Gaia DR3 67271080622509312,67271080622509312,59.818943444979396,26.535316422110103,10.062543110434742,-43.339563039105386,-32.22329455533061,1.0431722,13.666143,1.9790478,2.3708398,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3909.671,4.7339,-0.1746,100.1431,0.5619,0.3958,0.2206,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.703002218289045
Gaia DR3 61549325190289408,61549325190289408,53.379335075915755,22.028109692285906,11.474918039618915,-53.17441765487302,-66.85984610049964,0.9742391,10.143319,1.0726995,-40.11185,NOT_AVAILABLE,0,true,true,true,false,false,true,true,4897.06,4.3565,-0.612,86.7259,9.0E-4,7.0E-4,4.0E-4,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.703554898884651
Gaia DR3 51681345770686464,51681345770686464,59.163257543593026,21.27724648722922,12.401040699661996,-104.9248983003221,-43.616760596790066,1.0476899,15.025686,2.450119,-29.87139,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3511.471,4.9255,-0.4638,82.0949,0.7089,0.4707,0.2865,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.708008941982586
Gaia DR3 63181034805012224,63181034805012224,56.091542997653995,20.499064677669264,20.031139820262002,1.1982385222631056,-78.43425714375017,1.1470499,9.109594,1.0337553,-32.904102,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5166.3164,4.5072,0.0454,49.559,0.0021,0.0017,9.0E-4,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.7159533741638993
Gaia DR3 66425246943283968,66425246943283968,60.349822123069416,25.804680145373712,12.213647386984023,22.377189438201572,46.3773493564343,1.1370233,15.676422,2.9104338,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.720059777575292
Gaia DR3 67248884231923712,67248884231923712,60.079644104767326,26.2438091611634,11.880888076574395,-16.821233289757604,-3.3424798933602653,1.267251,11.170633,1.2585163,-8.9286175,VARIABLE,0,true,true,false,true,false,true,true,4645.2476,4.6001,0.0957,83.3149,0.0444,0.0343,0.018,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.721156125953292
Gaia DR3 69722613594463488,69722613594463488,53.503494254297664,26.57292723038376,29.62789579530774,23.20134650232923,-283.1693163813921,1.1749088,13.8474865,2.7699242,74.889336,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3208.8933,5.0025,-0.1692,33.5699,0.0,0.0,0.0,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.722848006994742
Gaia DR3 51571291528473344,51571291528473344,58.49711732249727,20.864074620722146,11.807810767152075,-42.794543547304876,-69.38455719885192,6.27221,10.792911,1.1606789,-8.449668,NOT_AVAILABLE,0,true,true,true,false,false,true,true,4989.2827,4.4874,-0.5824,87.9733,0.293,0.2337,0.1255,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.723533748393173
Gaia DR3 68839980634816384,68839980634816384,52.567678745217435,24.24484010396477,10.427849246728847,48.05507552678526,-41.134000415788364,9.864486,13.371906,2.077076,8.822137,VARIABLE,0,true,true,false,true,false,false,true,4060.3696,4.6672,0.2645,99.7981,0.8713,0.6106,0.3441,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.731389515816197
Gaia DR3 63215394543485952,63215394543485952,56.77237092306499,20.443998124407408,10.342441868072571,19.613032652902163,-64.64789860264072,2.666866,14.194577,2.515275,14.298023,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3556.6655,4.5929,-0.1536,98.5972,0.845,0.5586,0.3454,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.7353463534389046
Gaia DR3 71244372046907264,71244372046907264,54.04529334408177,27.078772482242076,12.133561430381157,-31.091939211625906,-31.237167190018546,1.1902193,14.559829,2.5587597,-22.316462,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3495.6626,4.8021,-0.0869,83.9786,0.743,0.4872,0.3057,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.7368568294262783
Gaia DR3 63206117414110848,63206117414110848,57.06713682053268,20.459483784021494,11.597280865474367,90.1381778273863,-33.837722658590664,1.1522075,13.30597,2.1122417,16.79187,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3820.3928,4.6604,0.0372,86.0457,0.5643,0.3907,0.2248,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.737536755981578
Gaia DR3 70826901227980800,70826901227980800,58.06218524891745,27.699070279188767,12.121533434280547,-20.088849930932163,-50.924075516723136,1.203579,11.995635,1.6685238,3.5322697,NOT_AVAILABLE,0,true,true,false,false,false,false,true,3930.3364,4.4772,-0.5001,82.3212,3.0E-4,2.0E-4,1.0E-4,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.7405336438156653
Gaia DR3 69687841539296512,69687841539296512,53.24063171737028,26.284551177434093,10.560469838898308,92.19084717720811,-128.85169977640516,1.0348473,17.334072,3.269205,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.7409339828329156
Gaia DR3 71576115320945664,71576115320945664,56.15469103474428,27.89711386065644,16.65860349128868,-47.305967926325756,-75.67983013297456,0.8992735,6.657615,0.53236437,12.811351,NOT_AVAILABLE,0,true,true,false,false,false,true,true,6635.668,4.0311,-0.6819,59.8494,1.0E-4,1.0E-4,1.0E-4,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.7466785449105977
Gaia DR3 70869507303405312,70869507303405312,57.24313769238109,27.891326319878495,11.263848134484444,24.844664142142527,-17.1445685924446,1.1196821,15.178856,2.829154,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3376.7627,4.8268,0.09,90.3505,0.8661,0.5495,0.3663,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.7504276136285988
Gaia DR3 69581120191598464,69581120191598464,53.02913715052386,25.99113160454246,14.404467465721629,158.18046662870609,-65.80822730538968,0.9890137,15.640659,3.0282087,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.753679817182241
Gaia DR3 71391363007943552,71391363007943552,55.276978788189915,27.72559752643134,23.0521560832316,17.478659300690715,-267.4870699617272,1.2038244,13.449196,2.671833,-1.4122049,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.758793915839961
Gaia DR3 67179099603264640,67179099603264640,60.34012953023265,25.92172807379197,16.13439687229051,-30.038673683713455,-153.20861718623485,1.0227298,17.234875,3.676611,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.7634932575471507
Gaia DR3 63411313771718656,63411313771718656,55.34426044670463,20.613110946901685,16.7304015564147,72.35672304536976,-25.574476870415452,1.2120309,13.566638,2.4297476,24.436846,VARIABLE,0,true,true,false,true,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.766036393193342
Gaia DR3 67183630791112192,67183630791112192,60.279477273617964,26.031011033459034,16.814236924767144,53.99972276552131,-56.80708986484494,1.1238064,20.352074,2.5498466,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.7661332713285525
Gaia DR3 71543885886441216,71543885886441216,56.72506136782457,27.95001740694601,15.343868824299538,52.41535026559386,-69.35061535002939,1.0169998,15.335528,2.6501684,14.580564,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.7726344350575824
Gaia DR3 67625741840828288,67625741840828288,53.024876946201616,22.41550559289796,10.20066583790457,-11.539946879607601,37.918438146088484,1.0033811,17.152061,3.0451288,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3232.1938,5.0489,-0.3617,104.5303,1.0,0.6211,0.4148,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.773795856548409
Gaia DR3 68732469013606656,68732469013606656,52.52210554521089,24.090929923342035,26.385739676973696,175.95282190847226,-44.66824082830621,2.7584095,16.280443,4.0959597,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.7756245626946847
Gaia DR3 58468459248031488,58468459248031488,53.81176637772274,21.458494125739975,10.231956014162447,2.887709028231034,-8.623688710055374,1.0574011,20.722036,2.2482738,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.778558112423043
Gaia DR3 53363976518402432,53363976518402432,60.281126277829735,22.376246923229928,13.343917906916003,-48.70704640619924,-60.057676276607495,1.0904526,15.218991,2.6979656,-34.12327,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.7839458928709444
Gaia DR3 66076255079311744,66076255079311744,60.82045417618464,24.316052263401758,10.701492368733323,88.43119585137555,-103.15213831813105,1.0899917,18.426903,3.841978,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,2738.4797,4.999,0.3778,109.0609,0.1955,0.1077,0.0928,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.7972421337232736
Gaia DR3 67183016611453696,67183016611453696,60.33229485375691,26.022555774782578,15.010941433774015,52.61938731130708,-57.03734806885711,1.0862658,19.507723,3.527975,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.8038314356182825
Gaia DR3 58454612274752896,58454612274752896,53.91255180412496,21.337582722106283,11.396180160395668,82.29003297683113,2.7647717215891947,1.0195013,16.71137,3.0435467,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.8048038317217996
Gaia DR3 53228083753068416,53228083753068416,59.939456753250134,21.862265340918935,32.04625055655054,270.535458677119,-207.6593470273667,1.253191,14.188808,3.0089207,8.372367,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3110.3435,5.0269,-0.1255,31.1473,2.0E-4,1.0E-4,1.0E-4,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.8050740993389396
Gaia DR3 68843068715041152,68843068715041152,52.48306817948937,24.280145576830527,10.663739007360759,-81.25966428815133,-63.745276872132514,1.0667619,17.361336,3.2033463,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3179.9092,5.0496,-0.2968,107.062,0.9514,0.5834,0.3989,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.8087933072835036
Gaia DR3 68843068715951104,68843068715951104,52.48127999541895,24.273034999370083,10.878477652824524,-80.7421967276047,-63.11826300764988,2.1944056,13.576484,2.252285,3.3708067,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3702.5586,4.5641,-0.2564,93.614,0.7077,0.4824,0.2832,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.810345430652585
Gaia DR3 71551445028888064,71551445028888064,56.54782541843542,27.991024921563007,12.25987992946336,264.6798013147908,6.474714874751847,1.0504375,16.473484,2.8751535,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.814460229327211
Gaia DR3 71292510040243840,71292510040243840,54.000579129027884,27.1517653137941,10.824448960898888,69.00309055746696,-23.846401238575787,1.1508952,14.902207,2.6733541,,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3471.1086,4.7939,0.0613,94.2172,0.8261,0.5348,0.3446,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.8184830170085786
Gaia DR3 58245258388824960,58245258388824960,54.209013392387,21.097786498252834,19.593233700740182,381.73522786021294,66.60723717269369,1.277386,12.20945,2.106038,34.85773,VARIABLE,0,true,true,false,true,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.820421916919271
Gaia DR3 58245258388825600,58245258388825600,54.2097190108954,21.093972948522666,19.53760595229959,384.9080437340614,65.58962744948215,1.2950016,14.343266,2.9474277,28.95223,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.8231301891401266
Gaia DR3 69148634164702080,69148634164702080,52.61148907369178,25.239582031998253,10.005963251527218,-19.668648767682747,13.038776102225478,9.357344,16.45125,2.9152308,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.82644771123565
Gaia DR3 71370334848193792,71370334848193792,55.04968987514268,27.72697960195396,10.562797354006195,-61.58003708648228,0.9232011817506328,0.984386,15.101217,2.5905466,-25.743065,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3471.021,4.8182,-0.2576,95.6656,0.7732,0.5061,0.3173,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.8324253607498635
Gaia DR3 71374629815287936,71374629815287936,54.78059083436315,27.62662712673936,10.466618343729131,129.83200375962105,33.66730451418805,1.0550377,16.056828,2.846139,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3346.4404,4.9559,-0.2137,98.6046,0.9196,0.5854,0.3803,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.840033294091244
Gaia DR3 66029182240278016,66029182240278016,60.869112533327176,24.29729751370435,28.35690192610473,-11.222738292346856,-32.78069632710297,1.0402217,16.185543,3.7524452,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.8412283306098103
Gaia DR3 51567821194916736,51567821194916736,58.52804079852308,20.737187485653855,14.465489520296682,-2.1547327484994714,-54.79816690213542,0.9309958,18.92297,1.0652447,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.8499613707279154
Gaia DR3 163630252456494464,163630252456494464,59.17227324212252,27.299519270357816,16.92394640048567,89.22858470817829,-15.787931823514532,1.0492836,9.461442,0.9751444,,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5216.5674,4.5214,-0.2046,58.9694,1.0E-4,1.0E-4,1.0E-4,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.856178946283406
Gaia DR3 51192578491053312,51192578491053312,57.26410268178104,20.34948125580418,11.719763571486995,8.815230416497332,-7.635221900539381,1.1924863,20.793972,1.6102448,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.869169709681564
Gaia DR3 69591462472837888,69591462472837888,52.94048498585916,26.08659892216398,10.91753771097891,26.760998597908316,-45.307848444695594,1.2167971,14.325629,2.5710707,-38.885223,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3567.403,4.697,0.1178,92.5112,0.8177,0.5363,0.3403,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.869180379097501
Gaia DR3 163544078233035904,163544078233035904,59.763552012182764,26.84951627402699,10.115851411718456,-17.243732017688504,-73.98019564106154,1.0374964,12.840041,1.7652111,-23.7346,VARIABLE,0,true,true,false,true,false,true,true,4169.329,4.6606,0.0748,99.0994,0.5013,0.3639,0.196,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.871434787863285
Gaia DR3 58467497176563456,58467497176563456,53.610654358342444,21.512804446456354,12.625612093433798,43.4042060377215,12.846706802828765,0.9280433,18.465551,3.5204983,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.8715386887689665
Gaia DR3 66322958002421376,66322958002421376,60.8171719230212,25.010642349375342,11.65255013583112,123.79819510775839,-73.4273054407589,0.99288744,10.553362,1.1202421,52.195698,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4886.4287,4.5174,0.0945,85.4726,0.0022,0.0018,9.0E-4,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.8718767953490083
Gaia DR3 66422326365508736,66422326365508736,60.57474527867228,25.761699828805252,16.900643518858676,-53.95916666189213,-229.79608298251753,1.8800173,13.387037,2.1802568,-45.61914,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3547.6057,4.8411,-0.2723,58.4301,0.0071,0.0048,0.0029,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.8872504398433967
Gaia DR3 66422326362691200,66422326362691200,60.57513932732736,25.761472476574948,16.198854868881295,-61.084136154386826,-231.9854834511018,1.1053772,14.761373,,-48.352016,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.8874870385950566
Gaia DR3 71637859771910144,71637859771910144,57.02155768868407,28.066763144612104,10.484205876541717,81.73388787009242,-98.74213912093701,1.0500587,14.892306,2.4549837,46.332928,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3546.0266,4.8468,-0.2308,95.8148,0.7302,0.485,0.297,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.90253988455486
Gaia DR3 70627030629192192,70627030629192192,58.68418374438467,27.633664552543003,11.661036291017968,148.85888316450178,-112.91564493988113,1.0119028,16.016998,3.0067005,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,3.906560431645926
